Match ID,Competition,Stage,Group,Match Number,Date,Kick-off Time,Team,Opponent,Goals For,Goals Against,Result Code,Goal Scorers,Possession,Possession in Contest,Goals - Total,Goals - Conceded,Goals - Inside the Penalty Area,Goals - Outside the Penalty Area,Assists,Attempts at Goal - Total,Attempts at Goal - On Target,Attempts at Goal - Off Target,Attempts at Goal - Inside the Penalty Area,Attempts at Goal - Outside the Penalty Area,Final Third Entries - Left Channel,Final Third Entries - Left Inside Channel,Final Third Entries - Central Channel,Final Third Entries - Right Inside Channel,Final Third Entries - Right Channel,Offers to Receive - Total,Offers to Receive - In Behind,Offers to Receive - In Between,Offers to Receive - In Front,Receptions Between Midfield and Defensive Lines,Receptions Behind the Defensive Line,Attempted Line Breaks,Completed Line Breaks,Attempted Defensive Line Breaks,Completed Defensive Line Breaks,Yellow Cards,Red Cards,Fouls Against,Offsides,Passes,Passes Completed,Crosses,Crosses Completed,Switches of Play Completed,Corners,Free Kicks,Penalties Scored,Own Goals,Forced Turnovers,Pressing Applied,Source URL
400021497,FIFA World Cup,First Stage,Group J,69,6/27/2026,21:00,Austria,Algeria,3,3,1,"Marko ARNAUTOVIC 28', Marcel SABITZER 55', Sasa KALAJDZIC 90+6'",33.94,7,3,3,2,1,3,10,3,6,6,4,16,4,5,7,13,196,64,54,78,88,15,122,88,16,10,1,0,7,3,405,355,13,3,0,3,4,0,0,24,305,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021497
400021495,FIFA World Cup,First Stage,Group J,70,6/27/2026,21:00,Jordan,Argentina,1,3,0,MOUSA ALTAMARI 55',27.7,6,1,3,1,0,1,5,1,2,2,3,15,3,4,0,8,250,65,110,75,50,10,129,74,21,11,3,0,13,1,300,239,9,4,0,2,10,0,0,37,471,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021495
400021495,FIFA World Cup,First Stage,Group J,70,6/27/2026,21:00,Argentina,Jordan,3,1,2,"Giovani Lo Celso 19', Lautaro MARTINEZ 31' (P), Lionel MESSI 80'",67.61,6,3,1,1,2,0,13,4,8,7,6,13,4,8,7,26,528,96,233,199,131,8,182,144,17,8,0,0,7,3,824,762,10,4,6,6,12,1,0,42,184,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021495
400021505,FIFA World Cup,First Stage,Group K,71,6/27/2026,18:30,Colombia,Portugal,0,0,1,,51.89,8,0,0,0,0,0,24,7,10,15,9,27,4,8,6,16,394,116,169,109,132,14,184,139,17,13,1,0,12,3,547,491,16,6,6,5,8,0,0,36,218,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021505
400021505,FIFA World Cup,First Stage,Group K,71,6/27/2026,18:30,Portugal,Colombia,0,0,1,,41.39,8,0,0,0,0,0,13,2,7,5,8,20,11,5,2,12,281,83,124,74,98,10,158,121,22,12,0,0,6,2,456,421,14,2,7,2,15,0,0,37,303,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021505
400021500,FIFA World Cup,First Stage,Group K,72,6/27/2026,18:30,Congo DR,Uzbekistan,3,1,2,"Yoane WISSA 68' (P), Fiston MAYELE 78', Yoane WISSA 90+1'",53.04,11,3,1,2,1,1,19,5,12,11,8,32,11,3,6,16,404,128,170,106,105,9,191,121,19,6,3,0,6,3,495,419,25,7,6,2,16,1,0,54,191,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021500
400021500,FIFA World Cup,First Stage,Group K,72,6/27/2026,18:30,Uzbekistan,Congo DR,1,3,0,Eldor SHOMURODOV 10',36.98,11,1,3,1,0,1,3,1,2,2,1,16,4,4,3,16,230,70,106,54,103,6,208,99,21,5,2,0,16,1,378,283,14,4,5,3,9,0,0,54,342,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021500
400021518,FIFA World Cup,Round of 32,,73,6/28/2026,14:00,South Africa,Canada,0,1,0,,55.81,10,0,1,0,0,0,6,1,4,1,5,11,7,4,6,4,304,103,104,97,76,13,219,134,25,13,0,0,10,1,575,486,5,2,6,1,15,0,0,42,221,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021518
400021518,FIFA World Cup,Round of 32,,73,6/28/2026,14:00,Canada,South Africa,1,0,2,Stephen EUSTAQUIO 90+2',35.65,10,1,0,0,1,0,12,7,5,9,3,24,5,10,6,16,253,80,104,69,103,8,150,91,19,7,2,0,16,0,390,314,14,5,0,4,11,0,0,49,344,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021518
400021513,FIFA World Cup,Round of 32,,74,6/29/2026,15:30,Germany,Paraguay,1,1,1,"Kai HAVERTZ 54', Joshua KIMMICH  (P), Jamal MUSIALA  (P), Nadiem Amiri  (P)",65.49,12,1,1,1,0,1,21,6,7,11,10,32,11,12,4,64,478,141,177,160,157,11,233,179,18,10,2,0,18,4,834,752,52,9,2,16,13,0,0,45,164,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021513
400021513,FIFA World Cup,Round of 32,,74,6/29/2026,15:30,Paraguay,Germany,1,1,1,"Julio ENCISO 42', MAURICIO  (P), Gustavo GOMEZ  (P), Matias GALARZA  (P), Jose CANALE  (P)",23.69,12,1,1,1,0,1,7,3,4,6,1,10,9,9,2,9,131,36,57,38,73,7,171,62,26,6,2,0,12,1,264,166,20,6,2,6,21,0,0,59,410,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021513
400021522,FIFA World Cup,Round of 32,,75,6/29/2026,20:00,Netherlands,Morocco,1,1,1,"Cody GAKPO 72', Teun KOOPMEINERS  (P), Wout WEGHORST  (P)",31.07,8,1,1,1,0,1,6,2,2,4,2,11,3,10,5,16,192,74,60,58,68,5,149,75,11,4,0,0,18,3,395,307,10,2,3,5,15,0,0,51,340,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021522
400021522,FIFA World Cup,Round of 32,,75,6/29/2026,20:00,Morocco,Netherlands,1,1,1,"Issa Diop 90+1', Soufiane RAHIMI  (P), Chemsdine TALBI  (P), Ismael SAIBARI  (P)",61.39,8,1,1,1,0,1,11,5,4,5,6,24,7,6,7,35,464,156,130,178,111,11,166,109,20,10,1,0,15,0,891,813,19,4,3,8,21,0,0,52,244,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021522
400021516,FIFA World Cup,Round of 32,,76,6/29/2026,12:00,Brazil,Japan,2,1,2,"CASEMIRO 56', GABRIEL MARTINELLI 90+5'",61.58,9,2,1,2,0,2,19,7,10,12,7,34,13,11,8,27,487,123,151,213,119,11,188,127,23,14,2,0,4,1,715,652,30,7,7,6,13,0,0,40,200,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021516
400021516,FIFA World Cup,Round of 32,,76,6/29/2026,12:00,Japan,Brazil,1,2,0,Kaishu SANO 29',30.26,9,1,2,0,1,0,5,2,2,2,3,9,6,5,3,18,307,64,152,91,71,6,147,89,16,5,3,0,13,0,330,279,12,2,4,2,5,0,0,34,362,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021516
400021523,FIFA World Cup,Round of 32,,77,6/30/2026,16:00,France,Sweden,3,0,2,"Kylian MBAPPE 45', Bradley BARCOLA 53', Kylian MBAPPE 74'",53.55,9,3,0,3,0,3,25,12,10,15,10,28,11,9,9,12,378,110,130,138,134,18,186,146,25,16,0,0,14,3,548,498,22,5,5,9,11,0,0,35,213,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021523
400021523,FIFA World Cup,Round of 32,,77,6/30/2026,16:00,Sweden,France,0,3,0,,38.03,9,0,3,0,0,0,8,3,4,6,2,7,3,10,6,17,250,58,107,85,78,6,156,77,24,6,0,0,10,1,365,296,11,2,1,1,17,0,0,34,258,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021523
400021514,FIFA World Cup,Round of 32,,78,6/30/2026,12:00,Cabo Verde,Norway,1,2,0,Amad DIALLO 74',41.34,9,1,2,1,0,1,14,5,4,10,4,21,3,6,5,19,266,89,88,89,102,17,154,109,28,16,0,0,6,2,406,353,33,8,6,14,9,0,0,45,318,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021514
400021514,FIFA World Cup,Round of 32,,78,6/30/2026,12:00,Norway,Cabo Verde,2,1,2,"Antonio NUSA 39', Erling HAALAND 86'",50.19,9,2,1,2,0,2,9,4,2,8,1,15,4,5,7,21,309,66,173,70,119,4,157,112,15,5,1,0,7,2,492,442,15,7,2,3,8,0,0,31,216,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021514
400021520,FIFA World Cup,Round of 32,,79,6/30/2026,21:00,Mexico,Ecuador,2,0,2,"Julian QUINONES 22', Raul JIMENEZ 31'",37.12,11,2,0,1,1,2,15,3,10,9,6,17,6,5,5,13,275,73,131,71,84,11,146,96,19,10,0,0,10,0,317,259,10,5,1,3,15,0,0,33,215,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021520
400021520,FIFA World Cup,Round of 32,,79,6/30/2026,21:00,Ecuador,Mexico,0,2,0,,52.86,11,0,2,0,0,0,7,1,4,5,2,25,8,10,1,11,243,74,79,90,75,5,162,83,19,7,3,1,14,1,420,353,27,3,4,8,10,0,0,35,191,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021520
400021512,FIFA World Cup,Round of 32,,80,7/1/2026,11:00,England,Congo DR,2,1,2,"Harry KANE 75', Harry KANE 86'",53.46,10,2,1,2,0,2,16,7,4,13,3,27,8,10,4,36,490,135,188,167,119,24,204,161,34,25,1,0,10,0,523,482,42,9,4,5,16,0,0,35,246,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021512
400021512,FIFA World Cup,Round of 32,,80,7/1/2026,11:00,Congo DR,England,1,2,0,Brian CIPENGA 7',37.92,10,1,2,1,0,1,7,2,4,2,5,16,5,2,4,9,312,74,127,111,87,6,170,106,19,9,1,0,12,4,392,326,16,2,3,3,10,0,0,36,336,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021512
400021524,FIFA World Cup,Round of 32,,81,7/1/2026,19:00,USA,Bosnia and Herzegovina,2,0,2,"Folarin BALOGUN 45', Malik TILLMAN 82'",43.98,10,2,0,1,1,0,8,2,5,6,2,17,3,6,8,20,306,106,122,78,87,12,178,105,30,14,0,1,7,3,425,362,19,5,4,4,13,0,0,43,206,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021524
400021524,FIFA World Cup,Round of 32,,81,7/1/2026,19:00,Bosnia and Herzegovina,USA,0,2,0,,47.66,10,0,2,0,0,0,10,3,4,4,6,15,3,1,3,19,286,94,81,111,53,4,117,60,9,5,1,0,13,0,459,381,12,1,5,3,10,0,0,32,208,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021524
400021525,FIFA World Cup,Round of 32,,82,7/1/2026,15:00,Belgium,Senegal,3,2,2,"Romelu LUKAKU 86', Youri TIELEMANS 89', Youri TIELEMANS 120+5' (P)",48.26,10,3,2,3,0,2,19,5,8,10,9,31,7,10,14,23,517,156,191,170,108,12,205,132,22,12,1,0,22,2,695,607,27,7,4,4,13,1,0,45,351,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021525
400021525,FIFA World Cup,Round of 32,,82,7/1/2026,15:00,Senegal,Belgium,2,3,0,"Habib DIARRA 24', Ismaila SARR 51'",42.93,10,2,3,2,0,1,19,5,11,10,9,22,5,9,4,28,420,119,156,145,135,17,255,166,29,16,1,0,12,2,638,555,27,7,6,2,24,0,0,52,352,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021525
400021526,FIFA World Cup,Round of 32,,83,7/2/2026,18:00,Portugal,Croatia,2,1,2,"CRISTIANO RONALDO 68' (P), GONCALO RAMOS 90+4'",55.29,8,2,1,2,0,1,15,3,9,10,5,29,6,10,2,24,356,98,141,117,93,7,151,100,21,7,1,0,6,1,588,538,21,6,3,9,15,1,0,42,257,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021526
400021526,FIFA World Cup,Round of 32,,83,7/2/2026,18:00,Croatia,Portugal,1,2,0,Ivan PERISIC 53',37.75,8,1,2,1,0,0,13,6,5,10,3,11,4,10,1,11,300,102,125,73,90,7,140,82,16,7,2,0,12,4,386,330,21,6,5,5,7,0,0,35,291,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021526
400021519,FIFA World Cup,Round of 32,,84,7/2/2026,14:00,Spain,Austria,3,0,2,"Mikel OYARZABAL 36', Pedro PORRO 66', Mikel OYARZABAL 89'",59.18,8,3,0,3,0,3,23,10,7,14,9,25,8,15,7,24,492,115,203,174,154,11,212,167,25,14,0,0,8,2,643,589,25,8,6,9,20,0,0,51,203,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021519
400021519,FIFA World Cup,Round of 32,,84,7/2/2026,14:00,Austria,Spain,0,3,0,,33.3,8,0,3,0,0,0,5,0,4,4,1,10,4,3,1,4,259,56,115,88,81,5,153,87,12,5,1,0,15,5,360,291,14,4,1,0,10,0,0,41,410,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021519
400021527,FIFA World Cup,Round of 32,,85,7/2/2026,22:00,Switzerland,Algeria,2,0,2,"Breel EMBOLO 10', Dan NDOYE 46'",40.65,9,2,0,2,0,1,11,5,4,9,2,19,7,3,4,12,256,75,95,86,100,9,178,107,22,10,0,0,10,0,451,371,18,5,1,4,14,0,0,56,283,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021527
400021527,FIFA World Cup,Round of 32,,85,7/2/2026,22:00,Algeria,Switzerland,0,2,0,,51.48,9,0,2,0,0,0,8,2,2,5,3,25,7,5,1,17,389,137,141,111,92,7,206,128,19,9,2,0,12,2,571,491,7,3,10,2,10,0,0,47,266,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021527
400021521,FIFA World Cup,Round of 32,,86,7/3/2026,17:00,Argentina,Cabo Verde,3,2,2,"Lionel MESSI 29', Lisandro MARTINEZ 92', DINEY BORGES 111' (OG)",59.24,7,3,2,2,0,2,22,12,5,15,7,28,18,25,11,24,426,135,135,156,146,22,229,189,29,24,1,0,13,3,862,800,19,6,5,8,14,0,0,51,289,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021521
400021521,FIFA World Cup,Round of 32,,86,7/3/2026,17:00,Cabo Verde,Argentina,2,3,0,"DEROY DUARTE 59', SIDNY LOPES CABRAL 103'",34.13,7,2,3,1,1,2,16,5,7,5,11,26,5,9,5,16,377,100,180,97,87,4,177,119,14,5,1,0,12,2,491,425,19,5,3,8,16,0,1,45,415,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021521
400021517,FIFA World Cup,Round of 32,,87,7/3/2026,20:30,Colombia,Ghana,1,0,2,Jhon ARIAS 14',54.59,8,1,0,1,0,1,20,8,10,11,9,22,7,7,10,13,420,115,169,136,102,12,166,110,20,12,2,0,14,2,598,540,17,5,10,3,10,0,0,35,217,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021517
400021517,FIFA World Cup,Round of 32,,87,7/3/2026,20:30,Ghana,Colombia,0,1,0,,38.61,8,0,1,0,0,0,8,0,4,1,7,11,3,5,7,12,195,62,78,55,65,3,166,90,16,3,3,0,10,0,390,329,15,2,3,2,16,0,0,36,297,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021517
400021515,FIFA World Cup,Round of 32,,88,7/3/2026,13:00,Australia,Egypt,1,1,1,"MOHAMED HANY 55' (OG), Jackson IRVINE  (P), Awer MABIL  (P)",35.37,12,1,1,0,0,0,16,2,7,10,6,18,5,11,5,20,381,90,167,124,119,15,216,133,26,11,0,0,12,0,520,428,23,6,4,4,17,0,0,56,373,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021515
400021515,FIFA World Cup,Round of 32,,88,7/3/2026,13:00,Egypt,Australia,1,1,1,"EMAM ASHOUR 13', MAHMOUD SABER  (P), RAMY RABIA  (P), MOHAMED SALAH  (P), HOSSAM ABDELMAGUID  (P)",53.01,12,1,1,1,0,1,14,4,5,8,6,22,8,2,7,34,552,128,194,230,84,15,211,136,27,20,2,0,14,3,729,638,22,3,13,7,12,0,1,42,304,https://www.fifa.com/en/match-centre/match/17/285023/289287/400021515
400021533,FIFA World Cup,Round of 16,,89,7/4/2026,16:00,Paraguay,France,0,1,0,,22.48,12,0,1,0,0,0,5,0,4,1,4,5,4,1,5,7,69,23,32,14,46,2,144,46,16,3,0,0,13,0,191,108,6,0,3,2,10,0,0,40,268,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021533
400021533,FIFA World Cup,Round of 16,,89,7/4/2026,16:00,France,Paraguay,1,0,2,Kylian MBAPPE 70' (P),66.7,12,1,0,1,0,0,15,5,9,5,10,35,6,14,9,31,267,85,82,100,108,11,141,114,13,10,3,0,11,0,587,526,20,0,3,12,12,1,0,37,95,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021533
400021530,FIFA World Cup,Round of 16,,90,7/4/2026,12:00,Canada,Morocco,0,3,0,,37.54,13,0,3,0,0,0,10,3,2,6,4,21,9,10,3,18,292,75,134,83,77,12,167,95,25,12,4,0,24,2,368,282,27,5,2,11,17,0,0,48,273,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021530
400021530,FIFA World Cup,Round of 16,,90,7/4/2026,12:00,Morocco,Canada,3,0,2,"Azzedine OUNAHI 50', Azzedine OUNAHI 82', Soufiane RAHIMI 90+8'",50.68,13,3,0,2,1,3,5,4,1,3,2,5,2,3,3,18,251,82,91,78,64,7,144,85,17,9,4,0,14,3,499,420,6,1,1,1,26,0,0,46,189,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021530
400021532,FIFA World Cup,Round of 16,,91,7/5/2026,15:00,Brazil,Norway,1,2,0,NEYMAR JR 90+10' (P),32.1,8,1,2,1,0,0,14,4,3,9,5,18,1,8,5,14,297,88,109,100,87,8,122,77,25,12,1,0,7,1,347,298,16,0,6,5,5,1,0,38,401,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021532
400021532,FIFA World Cup,Round of 16,,91,7/5/2026,15:00,Norway,Brazil,2,1,2,"Erling HAALAND 79', Erling HAALAND 90'",60.73,8,2,1,1,1,2,9,5,4,7,2,19,5,10,6,25,364,71,164,129,151,8,193,135,15,7,0,0,6,1,683,627,17,3,1,5,8,0,0,28,185,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021532
400021531,FIFA World Cup,Round of 16,,92,7/5/2026,20:00,Mexico,England,2,3,0,"Julian QUINONES 42', Raul JIMENEZ 69' (P)",59.42,10,2,3,2,0,0,20,5,7,12,8,31,8,11,8,24,435,147,143,145,126,8,161,114,18,8,2,0,14,1,485,448,49,11,11,12,6,1,0,33,182,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021531
400021531,FIFA World Cup,Round of 16,,92,7/5/2026,20:00,England,Mexico,3,2,2,"Jude BELLINGHAM 36', Jude BELLINGHAM 38', Harry KANE 60' (P)",31.5,10,3,2,3,0,2,6,5,0,4,2,10,4,8,0,9,227,38,92,97,39,12,129,69,21,9,4,1,7,0,254,204,8,3,2,2,13,1,0,28,243,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021531
400021529,FIFA World Cup,Round of 16,,93,7/6/2026,14:00,Portugal,Spain,0,1,0,,41.69,9,0,1,0,0,0,10,2,6,8,2,19,3,3,7,23,315,73,140,102,108,9,195,127,20,10,2,0,9,2,459,378,12,4,10,3,14,0,0,43,342,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021529
400021529,FIFA World Cup,Round of 16,,93,7/6/2026,14:00,Spain,Portugal,1,0,2,Mikel MERINO 90+1',50.6,9,1,0,1,0,1,15,6,8,7,8,13,14,11,10,16,395,119,142,134,126,17,218,164,24,16,1,0,13,1,548,490,18,1,5,7,11,0,0,55,294,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021529
400021534,FIFA World Cup,Round of 16,,94,7/6/2026,19:00,USA,Belgium,1,4,0,Malik TILLMAN 31',51.23,9,1,4,0,1,0,7,2,4,5,2,32,9,4,12,18,400,107,142,151,78,14,201,155,21,14,2,0,11,0,553,483,13,2,5,3,10,0,0,41,232,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021534
400021534,FIFA World Cup,Round of 16,,94,7/6/2026,19:00,Belgium,USA,4,1,2,"Charles DE KETELAERE 0', Charles DE KETELAERE 33', Hans VANAKEN 57', Romelu LUKAKU 90+3'",40.05,9,4,1,3,1,4,15,7,4,10,5,12,4,8,3,13,239,71,78,90,94,4,176,90,18,7,0,0,9,1,423,340,19,7,8,5,11,0,0,48,295,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021534
400021528,FIFA World Cup,Round of 16,,95,7/7/2026,11:00,Argentina,Egypt,3,2,2,"Cristian ROMERO 79', Lionel MESSI 83', Enzo FERNANDEZ 90+2'",57.06,10,3,2,3,0,3,19,7,9,11,8,20,14,17,10,22,394,125,107,162,126,11,186,152,19,12,0,0,13,3,618,558,26,8,5,6,10,0,0,39,190,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021528
400021528,FIFA World Cup,Round of 16,,95,7/7/2026,11:00,Egypt,Argentina,2,3,0,"YASSER IBRAHIM 15', MOSTAFA ZICO 67'",34.41,10,2,3,2,0,2,5,2,2,4,1,6,2,4,2,15,316,39,164,113,55,1,160,81,13,4,4,0,11,0,382,316,8,2,2,1,16,0,0,27,380,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021528
400021535,FIFA World Cup,Round of 16,,96,7/7/2026,15:00,Switzerland,Colombia,0,0,1,"Granit XHAKA  (P), Zeki AMDOUNI  (P), Cedric ITTEN  (P), Ruben VARGAS  (P)",48.35,8,0,0,0,0,0,7,2,3,4,3,27,6,8,8,15,515,115,223,177,116,12,225,162,28,13,3,0,22,5,641,561,16,1,6,3,25,0,0,49,316,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021535
400021535,FIFA World Cup,Round of 16,,96,7/7/2026,15:00,Colombia,Switzerland,0,0,1,"Juan QUINTERO  (P), Jaminton CAMPAZ  (P), Luis DIAZ  (P)",44.28,8,0,0,0,0,0,15,3,7,9,6,14,3,7,9,15,431,135,159,137,91,7,223,136,20,4,2,0,21,4,562,462,17,3,12,7,27,0,0,52,338,https://www.fifa.com/en/match-centre/match/17/285023/289288/400021535
